record_id,road_name,contractor_name,allotted_budget_inr,amount_used_inr,budget_note,materials_used,audit_1_date,audit_1_status,audit_1_remarks,audit_2_date,audit_2_status,audit_2_remarks,audit_3_date,audit_3_status,audit_3_remarks,construction_start_date,construction_end_date,date_opened_to_public,last_maintenance_date
RW086,Gokhale Cross Street,Durai Constructions & Co.,67600000,66136088,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,05-Aug-2023,Failed,Pothole formation near storm drain. Emergency patching and proper sealing ordered.,01-Nov-2023,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,25-Jan-2024,Passed,Geotextile fabric placement verified. No displacement observed.,05-Sep-2022,26-Nov-2023,31-Dec-2023,09-Aug-2024
RW087,Vivekananda Inner Ring Road,RK Road Works Pvt. Ltd.,45000000,46000000,"Overrun of Rs.1,000,000 approved. Reason: Scope addition for stormwater drainage",Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),09-Apr-2021,Failed,Bitumen content found low at 4.1% against required 4.8%. Layer to be redone.,24-Apr-2021,Passed,Geotextile fabric placement verified. No displacement observed.,05-Apr-2022,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,30-Nov-2020,27-Mar-2022,07-May-2022,17-Feb-2023
RW088,Patel Cross Street,Siva Shakti Construction Co.,71200000,64275143,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,28-Mar-2020,Passed,Crash barrier installation inspected. Meets MORTH standards.,16-Sep-2020,Passed,All manhole covers flush with road surface. No tripping hazards found.,30-Jun-2021,Passed,Load deflection within permissible limits as per IRC:58-2015.,06-Jan-2020,04-Jun-2021,24-Jun-2021,30-Sep-2023
RW089,Thiruvottiyur Bypass Road,Saravana Civil Engineers Ltd.,32400000,31207917,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,06-Nov-2024,Passed,Geotextile fabric placement verified. No displacement observed.,13-Dec-2024,Passed,Geotextile fabric placement verified. No displacement observed.,25-Jul-2025,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,26-Jan-2024,26-Jun-2025,18-Jul-2025,19-Mar-2025
RW090,Srinivasa Ring Road,Green Road Solutions Pvt. Ltd.,69900000,61861531,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,25-Jun-2024,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,28-Aug-2024,Passed,Joints sealed properly. No cracking observed. Road certified for use.,04-Oct-2024,Passed,Crash barrier installation inspected. Meets MORTH standards.,26-Nov-2023,01-Sep-2024,16-Oct-2024,29-Apr-2025
RW091,Koyambedu Avenue,Prime Infra Developers Ltd.,52700000,53500000,"Overrun of Rs.800,000 approved. Reason: Emergency utility relocation",Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),14-May-2024,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,20-Jun-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",24-Jul-2024,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,20-Mar-2024,01-Jul-2024,06-Aug-2024,28-Dec-2024
RW092,T. Nagar Street,Prime Infra Developers Ltd.,74500000,64848294,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,19-Dec-2020,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,08-Nov-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,23-Feb-2022,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,10-Aug-2020,06-Jan-2022,15-Feb-2022,27-Apr-2024
RW093,Velachery Ring Road,Prime Infra Developers Ltd.,23300000,22177239,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,23-Jul-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,30-Jul-2021,Passed,Crash barrier installation inspected. Meets MORTH standards.,12-Oct-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,16-May-2021,09-Oct-2021,06-Nov-2021,05-Oct-2022
RW094,Rajiv Service Road,Chennai Metro Infra Ltd.,62800000,64500000,"Overrun of Rs.1,700,000 approved. Reason: Additional median divider required",Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),10-Feb-2023,Passed,Riding quality index satisfactory. Surface texture depth adequate.,29-May-2023,Passed,Geotextile fabric placement verified. No displacement observed.,15-Jul-2023,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,11-Jan-2023,23-Jun-2023,21-Jul-2023,31-Dec-2024
RW095,Periyar Extension Road,Saravana Civil Engineers Ltd.,59900000,55171923,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,23-Nov-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,28-Feb-2022,Conditional Pass,Reflective road studs missing at 2 km mark. Install and re-inspect. Rest of road approved.,21-Sep-2022,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",10-Mar-2021,29-Aug-2022,08-Oct-2022,19-Feb-2023
RW096,Villivakkam Avenue,Coastal Roads & Builders Ltd.,44000000,42411214,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,28-Jan-2024,Failed,Kerb stones found misaligned at multiple locations. Reset and re-bedding required.,15-Aug-2024,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,17-Feb-2025,Passed,Load deflection within permissible limits as per IRC:58-2015.,28-Aug-2023,28-Dec-2024,05-Feb-2025,01-Apr-2025
RW097,Sarabhai High Road,Green Road Solutions Pvt. Ltd.,28400000,25394808,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,29-Jan-2022,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,23-Feb-2022,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,28-Oct-2022,Passed,Joints sealed properly. No cracking observed. Road certified for use.,21-Nov-2021,10-Sep-2022,24-Oct-2022,20-May-2024
RW098,Bhagat Singh East Coast Road,Vel Murugan Builders,48900000,47689688,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,26-Feb-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,12-Mar-2021,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,27-Jul-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,25-Nov-2020,29-May-2021,09-Jul-2021,15-Sep-2023
RW099,Ambattur Canal Road,Prime Infra Developers Ltd.,26400000,23627197,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),18-Jul-2021,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,05-Nov-2021,Passed,Crash barrier installation inspected. Meets MORTH standards.,18-Feb-2022,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,02-Nov-2020,04-Jan-2022,01-Feb-2022,11-Mar-2023
RW100,Royapettah Canal Road,Vel Murugan Builders,36100000,34685128,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,21-Mar-2020,Passed,All manhole covers flush with road surface. No tripping hazards found.,14-Jul-2020,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,19-Aug-2020,Passed,Crash barrier installation inspected. Meets MORTH standards.,03-Jun-2019,09-Aug-2020,13-Sep-2020,19-Dec-2021
RW101,Patel Avenue,Durai Constructions & Co.,32100000,28931280,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,02-Jan-2025,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,13-Jan-2025,Conditional Pass,Guard rail end treatment missing on south side. Complete within 1 week. Clearance pending.,05-Jun-2025,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,28-Apr-2024,13-May-2025,25-May-2025,22-Apr-2025
RW102,Meenambakkam Cross Street,Maha Infrastructure Pvt. Ltd.,36500000,31604722,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,17-Jan-2022,Passed,All manhole covers flush with road surface. No tripping hazards found.,01-May-2022,Passed,Load deflection within permissible limits as per IRC:58-2015.,27-Nov-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",19-Oct-2021,09-Oct-2022,12-Nov-2022,07-Sep-2024
RW103,Sarabhai Street,KSR Infrastructure Pvt. Ltd.,15500000,15125133,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,22-Jan-2020,Passed,Load deflection within permissible limits as per IRC:58-2015.,25-Aug-2020,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,18-Nov-2020,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,29-Jun-2019,14-Nov-2020,14-Dec-2020,26-Jan-2023
RW104,Triplicane Extension Road,Blue Sea Constructions Pvt. Ltd.,20400000,19602139,Within budget,Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),11-Jan-2024,Passed,Riding quality index satisfactory. Surface texture depth adequate.,01-Apr-2024,Conditional Pass,Minor rework required on left shoulder. Main surface approved. Clearance after shoulder repair.,04-Jul-2024,Passed,Load deflection within permissible limits as per IRC:58-2015.,07-Jun-2023,14-May-2024,25-May-2024,27-Mar-2025
RW105,Meenambakkam Service Road,RK Road Works Pvt. Ltd.,50000000,48263375,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),10-Feb-2020,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,05-May-2020,Passed,Sub-grade moisture content within limits. No swelling observed.,25-Jun-2020,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,14-Sep-2019,23-May-2020,06-Jun-2020,08-Dec-2021
RW106,Lal Bahadur Inner Ring Road,RK Road Works Pvt. Ltd.,13600000,12546466,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,31-Jan-2020,Passed,Riding quality index satisfactory. Surface texture depth adequate.,17-Mar-2020,Passed,Joints sealed properly. No cracking observed. Road certified for use.,23-Jul-2020,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,04-Dec-2019,24-May-2020,23-Jun-2020,17-Sep-2022
RW107,Egmore Avenue,Maha Infrastructure Pvt. Ltd.,39000000,33660119,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,11-Apr-2023,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,01-May-2023,Passed,Riding quality index satisfactory. Surface texture depth adequate.,09-Jun-2023,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,27-Apr-2022,19-May-2023,07-Jun-2023,27-Feb-2024
RW108,Tambaram Ring Road,Kavi Civil & Infrastructure Co.,66500000,62474007,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,27-Jun-2024,Passed,Load deflection within permissible limits as per IRC:58-2015.,28-Oct-2024,Passed,Crash barrier installation inspected. Meets MORTH standards.,24-Feb-2025,Passed,Riding quality index satisfactory. Surface texture depth adequate.,26-Dec-2023,09-Feb-2025,25-Mar-2025,21-Mar-2025
RW109,Kamarajar Nagar Road,Lakshmi Infra Pvt. Ltd.,50500000,44367442,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),17-Feb-2020,Passed,Drainage channels functional. Road markings and signage verified.,01-Apr-2020,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,06-Jul-2020,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",22-Oct-2019,28-Jun-2020,28-Jul-2020,16-Nov-2022
RW110,Manali Street,Tamil Nadu Road Dev. Corp.,54000000,46631896,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,29-Jun-2024,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,13-Jan-2025,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,20-Feb-2025,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",20-Apr-2024,31-Jan-2025,08-Mar-2025,07-Mar-2025
RW111,Koyambedu Outer Ring Road,Arjun Construction Group,39500000,34072971,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,24-Jan-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",30-May-2022,Passed,Load deflection within permissible limits as per IRC:58-2015.,24-Sep-2022,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,01-Nov-2021,21-Sep-2022,16-Oct-2022,22-Aug-2023
RW112,Rajaji Street,Vel Murugan Builders,21700000,20655169,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,26-Mar-2021,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,24-Apr-2021,Passed,Geotextile fabric placement verified. No displacement observed.,24-May-2021,Passed,Crash barrier installation inspected. Meets MORTH standards.,19-Jan-2021,12-May-2021,16-Jun-2021,05-Nov-2021
RW113,Egmore Canal Road,Ponni Constructions,70500000,70900000,"Overrun of Rs.400,000 approved. Reason: Emergency utility relocation",Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),21-Aug-2023,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,04-Oct-2023,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,12-Apr-2024,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,16-Jun-2023,05-Mar-2024,19-Apr-2024,14-Mar-2025
RW114,Villivakkam Service Road,RK Road Works Pvt. Ltd.,54700000,53334602,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,21-Jun-2021,Passed,Geotextile fabric placement verified. No displacement observed.,12-Nov-2021,Passed,Geotextile fabric placement verified. No displacement observed.,26-Jan-2022,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,02-Nov-2020,10-Dec-2021,09-Jan-2022,22-Sep-2022
RW115,Madhavaram Tank Road,Suresh & Sons Civil Works,56600000,51028867,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),15-Jul-2021,Passed,Sub-grade moisture content within limits. No swelling observed.,20-Apr-2022,Passed,Sub-grade moisture content within limits. No swelling observed.,03-Jul-2022,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",03-May-2021,26-May-2022,24-Jun-2022,03-Oct-2024
RW116,Ambedkar Tank Road,Arjun Construction Group,25400000,24154526,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,17-Sep-2020,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,21-Dec-2020,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,30-Mar-2021,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,30-Oct-2019,23-Mar-2021,17-Apr-2021,17-Aug-2021
RW117,MGR Inner Ring Road,RK Road Works Pvt. Ltd.,70600000,68636930,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,27-Mar-2023,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,27-Mar-2023,Passed,Crash barrier installation inspected. Meets MORTH standards.,06-Jul-2023,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,16-Dec-2022,25-May-2023,07-Jul-2023,04-May-2024
RW118,Perambur Junction Road,Annamalai Construction Co.,77200000,73411752,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,22-Nov-2022,Passed,Load deflection within permissible limits as per IRC:58-2015.,01-Jan-2023,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,20-May-2023,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",03-Jun-2022,06-May-2023,28-May-2023,04-May-2024
RW119,T. Nagar Service Road,Annamalai Construction Co.,65300000,62776595,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,31-Oct-2020,Passed,Load deflection within permissible limits as per IRC:58-2015.,24-Nov-2020,Passed,Riding quality index satisfactory. Surface texture depth adequate.,01-Mar-2021,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,12-Aug-2020,11-Jan-2021,24-Feb-2021,17-Jun-2022
RW120,Avadi Link Road,Arunachalam Road Works,57000000,55057054,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,05-Mar-2025,Passed,Geotextile fabric placement verified. No displacement observed.,20-Mar-2025,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",21-Apr-2025,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",25-Mar-2024,06-Apr-2025,03-May-2025,25-Apr-2025
RW121,Ambedkar Street,Vel Murugan Builders,41800000,36118388,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,11-Oct-2019,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,11-Nov-2019,Passed,Load deflection within permissible limits as per IRC:58-2015.,27-Feb-2020,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,11-Jan-2019,17-Jan-2020,06-Feb-2020,26-Jun-2021
RW122,Vivekananda Tank Road,Blue Sea Constructions Pvt. Ltd.,62700000,60759223,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,18-Apr-2024,Passed,Load deflection within permissible limits as per IRC:58-2015.,10-Jul-2024,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,03-Oct-2024,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,14-Feb-2024,11-Aug-2024,16-Sep-2024,03-Mar-2025
RW123,Besant Tank Road,Chennai Metro Infra Ltd.,18900000,16951521,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,12-Nov-2022,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,20-Jun-2023,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,07-Sep-2023,Passed,Crash barrier installation inspected. Meets MORTH standards.,06-Aug-2022,09-Aug-2023,21-Sep-2023,06-Mar-2025
RW124,Velachery Nagar Road,Sri Balaji Infrastructure Pvt. Ltd.,42500000,39503298,Within budget,Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),09-Aug-2020,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,14-Oct-2020,Conditional Pass,Drainage outlet partially blocked. Debris to be cleared. Road surface approved.,05-Feb-2021,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,26-Dec-2019,31-Jan-2021,07-Mar-2021,16-Aug-2022
RW125,Poonamallee Main Road,Tamil Nadu Road Dev. Corp.,47200000,45100823,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),09-Mar-2021,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,12-Apr-2021,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,06-Oct-2021,Passed,Geotextile fabric placement verified. No displacement observed.,10-Sep-2020,03-Oct-2021,13-Oct-2021,05-Oct-2022
RW126,Nungambakkam Street,Maha Infrastructure Pvt. Ltd.,38200000,33651101,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,22-Dec-2021,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,22-Dec-2021,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,19-Mar-2022,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",06-Sep-2021,21-Feb-2022,01-Apr-2022,03-Aug-2024
RW127,Bharathiyar Extension Road,Lakshmi Infra Pvt. Ltd.,62000000,53377931,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),29-Sep-2019,Failed,Joint sealant missing at 4 locations. Contractor directed to seal within 2 weeks.,22-Nov-2019,Passed,Crash barrier installation inspected. Meets MORTH standards.,20-Jan-2020,Passed,Drainage channels functional. Road markings and signage verified.,18-Aug-2019,17-Dec-2019,31-Jan-2020,29-Sep-2021
RW128,MGR Tank Road,Arjun Construction Group,17300000,15783959,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,13-Oct-2021,Passed,Load deflection within permissible limits as per IRC:58-2015.,26-Nov-2021,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,24-Dec-2021,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,17-Jul-2021,21-Dec-2021,01-Feb-2022,01-Jul-2023
